States/UTs,Crime Head,Year,Cases pending investigation from previous year,Cases reported Under 156_3 during the year,Cases reported in Police Stations during the year,Cases reported during the year,No of victims in the registered cases,No of cases withdrawn by the Govt during investigation,Cases not investigated Under 157_1_b CRPC,Cases transferred to other Police Station or Magistrate,Cases ended as final report false,Cases ended as mistake of fact or of law,Cases in ended as final report as Non Cognizable Submitted,Cases Chargesheeted Out of Cases During the Year,Cases Chargesheeted Out of Cases from Previous Year,Cases Chargesheeted,Cases Not Chargesheeted but final report Submitted,Total cases Investigated,Cases pending investigation at the end of the year,Cases pending trial from the previous year,Cases sent for trial during the year,Cases withdrawn by the Govt,Cases disposed off by Plea Bargaining,Cases for Trial during the year,Cases compounded or withdrawn,Cases in which trials were completed,Cases  convicted Out of Cases During the Year,Cases  convicted Out of Cases from Previous Year,Cases convicted,Cases Acquitted Out of Cases During the Year,Cases Acquitted Out of Cases from Previous Year,Cases Acquitted or Discharged,Cases Pending Trial at the end of the year
Bihar,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,6.3 - In Public Transport system,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,168,0,0,0,168,0,0,0,0,0,0,0,0,168
Bihar,6.4 - in Other Places,2014,94,8,61,69,69,0,0,0,1,0,1,25,82,107,8,117,46,1945,107,0,0,2052,12,197,0,11,11,18,168,186,1843
Bihar,7 - Cruelty by Husband or his Relatives (Section 498A),2014,2411,662,4010,4672,4768,0,0,0,184,171,36,1950,1293,3243,687,4321,2762,9994,3243,0,11,13226,366,1281,20,89,109,168,1004,1172,11579
Bihar,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,37,0,5,5,5,0,0,0,0,7,3,5,6,11,4,25,17,114,11,0,0,125,0,12,1,2,3,0,9,9,113
Bihar,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"10 - Dowry Prohibition Act, 1961",2014,1259,328,1875,2203,2262,0,0,0,101,93,9,1330,579,1909,162,2274,1188,5702,1909,0,5,7606,133,563,12,31,43,189,331,520,6910
Bihar,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,42,0,0,0,0,0,0,0,0,42
Bihar,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,112,112,112,0,0,0,4,0,5,52,0,52,0,61,51,0,52,0,0,52,0,5,2,0,2,3,0,3,47
Bihar,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,1,0,31,31,33,0,0,0,0,0,0,25,1,26,3,29,3,16,26,0,0,42,0,2,0,0,0,0,2,2,40
Bihar,14.1 - Under ITP Section 5,2014,1,0,29,29,30,0,0,0,0,0,0,24,1,25,3,28,2,16,25,0,0,41,0,1,0,0,0,0,1,1,40
Bihar,14.2 - Under ITP Section 6,2014,0,0,2,2,3,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0
Bihar,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,15 - Total Crimes against Women,2014,8448,1652,13731,15383,15630,0,0,1,592,1118,143,6206,3925,10131,1668,13652,10178,35500,10131,0,25,45606,813,3944,127,398,525,683,2736,3419,40849
Chhattisgarh,1 - Rape (Section 376 IPC),2014,161,0,1436,1436,1436,0,0,1,6,1,0,1297,132,1429,13,1449,147,2797,1429,0,0,4226,3,1225,94,210,304,292,629,921,2998
Chhattisgarh,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,1.2 - Rape other than Custodial,2014,161,0,1436,1436,1436,0,0,1,6,1,0,1297,132,1429,13,1449,147,2797,1429,0,0,4226,3,1225,94,210,304,292,629,921,2998
Chhattisgarh,1.2.1 - Rape_Gang Rape,2014,5,0,64,64,64,0,0,0,0,0,0,54,5,59,2,61,8,59,59,0,0,118,0,20,4,2,6,5,9,14,98
Chhattisgarh,1.2.2 - Rape_Others,2014,156,0,1372,1372,1372,0,0,1,6,1,0,1243,127,1370,11,1388,139,2738,1370,0,0,4108,3,1205,90,208,298,287,620,907,2900
Chhattisgarh,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,21,21,21,0,0,0,0,0,0,20,0,20,0,20,1,5,20,0,0,25,0,6,2,1,3,1,2,3,19
Chhattisgarh,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,771,0,1393,1393,1449,0,0,0,321,119,0,518,248,766,244,1450,714,654,766,8,0,1412,0,274,38,47,85,67,122,189,1138
Chhattisgarh,3.1 - Kidnaping & Abduction Section 363 IPC,2014,589,0,922,922,944,0,0,0,291,88,0,245,156,401,190,970,541,494,401,0,0,895,0,175,15,37,52,36,87,123,720
Chhattisgarh,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,5,5,5,0,0,0,0,0,0,2,0,2,0,2,3,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Chhattisgarh,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,129,0,263,263,274,0,0,0,18,29,0,169,50,219,32,298,94,76,219,0,0,295,0,53,12,5,17,16,20,36,242
Chhattisgarh,3.5 - Kidnapping & Abduction of Women-Other,2014,53,0,203,203,226,0,0,0,12,2,0,102,42,144,22,180,76,84,144,8,0,220,0,46,11,5,16,15,15,30,174
Chhattisgarh,4 - Dowry Deaths (Section 304-B IPC),2014,13,0,128,128,129,0,0,0,0,0,0,112,12,124,1,125,16,388,124,0,0,512,0,96,13,29,42,13,41,54,416
Chhattisgarh,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,133,0,2122,2122,2130,0,0,0,4,3,0,1977,134,2111,19,2137,118,7481,2111,0,1,9591,52,1816,165,647,812,305,699,1004,7723
Chhattisgarh,5.1 - Sexual Harassment,2014,46,0,649,649,649,0,0,0,1,0,0,587,52,639,7,647,48,1281,639,0,1,1919,39,519,61,124,185,124,210,334,1361
Chhattisgarh,5.2 - Assault on women with intent to Disrobe,2014,3,0,76,76,76,0,0,0,0,0,0,72,3,75,1,76,3,17,75,0,0,92,0,13,4,3,7,2,4,6,79
Chhattisgarh,5.3 - Voyeurism,2014,1,0,9,9,9,0,0,0,0,0,0,9,1,10,0,10,0,8,10,0,0,18,0,8,1,3,4,1,3,4,10
Chhattisgarh,5.4 - Stalking,2014,1,0,72,72,72,0,0,0,0,0,0,69,0,69,0,69,4,3,69,0,0,72,0,11,3,1,4,4,3,7,61
Chhattisgarh,5.5 - Others,2014,82,0,1316,1316,1324,0,0,0,3,3,0,1240,78,1318,11,1335,63,6172,1318,0,0,7490,13,1265,96,516,612,174,479,653,6212
Chhattisgarh,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,9,0,79,79,79,0,0,0,0,0,0,67,7,74,5,79,9,566,74,0,4,636,7,112,5,46,51,10,51,61,517
Chhattisgarh,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,6.2 - Other places related to work,2014,2,0,13,13,13,0,0,0,0,0,0,9,2,11,0,11,4,188,11,0,0,199,5,13,0,7,7,1,5,6,181
Chhattisgarh,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,6.4 - in Other Places,2014,7,0,66,66,66,0,0,0,0,0,0,58,5,63,5,68,5,378,63,0,4,437,2,99,5,39,44,9,46,55,336
Chhattisgarh,7 - Cruelty by Husband or his Relatives (Section 498A),2014,100,0,964,964,964,0,0,0,0,0,0,860,108,968,6,974,90,4376,968,1,1,5342,69,952,31,194,225,120,607,727,4321
Chhattisgarh,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,9 - Abetment of Suicides of Women u/s 306 IPC,2014,1,0,102,102,103,0,0,0,0,0,0,94,1,95,0,95,8,5,95,0,0,100,0,9,4,0,4,5,0,5,91
Chhattisgarh,"10 - Dowry Prohibition Act, 1961",2014,0,0,8,8,8,0,0,0,0,0,0,7,0,7,0,7,1,25,7,0,0,32,0,4,0,2,2,0,2,2,28
Chhattisgarh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,15,2,0,0,17,0,0,0,0,0,0,0,0,17
Chhattisgarh,14.1 - Under ITP Section 5,2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Chhattisgarh,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,15
Chhattisgarh,15 - Total Crimes against Women,2014,1188,0,6255,6255,6321,0,0,1,331,123,0,4954,642,5596,288,6338,1104,16312,5596,9,6,21893,131,4494,352,1176,1528,813,2153,2966,17268
Goa,1 - Rape (Section 376 IPC),2014,78,0,95,95,99,0,0,0,0,4,0,45,28,73,7,84,89,163,73,0,0,236,0,14,0,4,4,0,10,10,222
Goa,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,1.2 - Rape other than Custodial,2014,78,0,95,95,99,0,0,0,0,4,0,45,28,73,7,84,89,163,73,0,0,236,0,14,0,4,4,0,10,10,222
Goa,1.2.1 - Rape_Gang Rape,2014,1,0,2,2,2,0,0,0,0,0,0,1,1,2,0,2,1,1,2,0,0,3,0,0,0,0,0,0,0,0,3
Goa,1.2.2 - Rape_Others,2014,77,0,93,93,97,0,0,0,0,4,0,44,27,71,7,82,88,162,71,0,0,233,0,14,0,4,4,0,10,10,219
Goa,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,47,0,86,86,92,0,0,0,0,36,1,9,7,16,13,66,67,57,16,0,0,73,0,2,0,0,0,0,2,2,71
Goa,3.1 - Kidnaping & Abduction Section 363 IPC,2014,45,0,77,77,82,0,0,0,0,34,1,9,7,16,8,59,63,53,16,0,0,69,0,2,0,0,0,0,2,2,67
Goa,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Goa,3.5 - Kidnapping & Abduction of Women-Other,2014,2,0,9,9,10,0,0,0,0,2,0,0,0,0,5,7,4,3,0,0,0,3,0,0,0,0,0,0,0,0,3
Goa,4 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,8
Goa,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,104,1,201,202,219,0,0,0,2,6,0,100,52,152,22,182,124,171,152,0,0,323,3,32,1,5,6,3,23,26,288
Goa,5.1 - Sexual Harassment,2014,19,0,50,50,57,0,0,0,0,2,0,22,10,32,5,39,30,13,32,0,0,45,0,2,0,0,0,0,2,2,43
Goa,5.2 - Assault on women with intent to Disrobe,2014,4,0,7,7,7,0,0,0,1,0,0,4,2,6,1,8,3,0,6,0,0,6,0,1,0,0,0,0,1,1,5
Goa,5.3 - Voyeurism,2014,2,0,11,11,16,0,0,0,0,0,0,3,0,3,1,4,9,2,3,0,0,5,0,2,0,1,1,1,0,1,3
Goa,5.4 - Stalking,2014,10,0,25,25,27,0,0,0,0,0,0,10,7,17,3,20,15,7,17,0,0,24,0,2,0,1,1,0,1,1,22
Goa,5.5 - Others,2014,69,1,108,109,112,0,0,0,1,4,0,61,33,94,12,111,67,149,94,0,0,243,3,25,1,3,4,2,19,21,215
Goa,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,34,0,57,57,59,0,0,0,0,2,0,27,17,44,8,54,37,54,44,0,0,98,0,12,0,2,2,0,10,10,86
Goa,6.1 - At Office premises,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Goa,6.2 - Other places related to work,2014,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,6.4 - in Other Places,2014,33,0,55,55,57,0,0,0,0,2,0,26,17,43,8,53,35,54,43,0,0,97,0,12,0,2,2,0,10,10,85
Goa,7 - Cruelty by Husband or his Relatives (Section 498A),2014,37,0,35,35,36,0,0,0,0,4,0,11,18,29,3,36,36,66,29,0,0,95,0,19,0,1,1,1,17,18,76
Goa,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,9 - Abetment of Suicides of Women u/s 306 IPC,2014,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,4,4,0
Goa,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,2,2,2,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2
Goa,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,44,0,9,9,22,0,0,0,0,1,0,0,6,6,1,8,45,52,6,0,0,58,0,2,0,1,1,0,1,1,56
Goa,14.1 - Under ITP Section 5,2014,9,0,5,5,11,0,0,0,0,0,0,0,5,5,1,6,8,18,5,0,0,23,0,2,0,1,1,0,1,1,21
Goa,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,7
Goa,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,8
Goa,14.5 - Other Sections under ITP Act,2014,35,0,4,4,11,0,0,0,0,1,0,0,1,1,0,2,37,19,1,0,0,20,0,0,0,0,0,0,0,0,20
Goa,15 - Total Crimes against Women,2014,345,1,487,488,531,0,0,0,2,54,1,193,128,321,54,432,401,576,321,0,0,897,3,85,1,13,14,4,67,71,809
Gujarat,1 - Rape (Section 376 IPC),2014,111,10,831,841,846,9,0,2,11,6,1,667,95,762,15,795,146,3100,762,1,2,3859,1,281,3,27,30,7,244,251,3577
Gujarat,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,1.2 - Rape other than Custodial,2014,111,10,831,841,846,9,0,2,11,6,1,667,95,762,15,795,146,3100,762,1,2,3859,1,281,3,27,30,7,244,251,3577
Gujarat,1.2.1 - Rape_Gang Rape,2014,0,0,16,16,17,0,0,0,1,0,0,14,0,14,0,15,1,4,14,0,0,18,0,1,0,1,1,0,0,0,17
Gujarat,1.2.2 - Rape_Others,2014,111,10,815,825,829,9,0,2,10,6,1,653,95,748,15,780,145,3096,748,1,2,3841,1,280,3,26,29,7,244,251,3560
Gujarat,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,6,6,6,0,0,0,0,0,0,5,0,5,0,5,1,0,5,0,0,5,0,1,0,0,0,0,1,1,4
Gujarat,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,446,9,2178,2187,2234,16,2,7,21,226,5,1252,317,1569,264,2085,523,7037,1569,0,1,8605,5,423,6,29,35,10,378,388,8177
Gujarat,3.1 - Kidnaping & Abduction Section 363 IPC,2014,107,3,614,617,655,2,0,1,7,83,5,320,80,400,51,546,175,1293,400,0,1,1692,0,102,0,4,4,3,95,98,1590
Gujarat,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,2,2,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Gujarat,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,323,3,1375,1378,1382,13,2,5,11,105,0,835,225,1060,194,1370,311,5551,1060,0,0,6611,3,309,5,23,28,6,275,281,6299
Gujarat,3.5 - Kidnapping & Abduction of Women-Other,2014,16,3,187,190,195,1,0,0,3,38,0,97,12,109,18,168,37,192,109,0,0,301,2,12,1,2,3,1,8,9,287
Gujarat,4 - Dowry Deaths (Section 304-B IPC),2014,1,0,23,23,23,0,0,0,0,0,0,21,1,22,1,23,1,359,22,0,0,381,0,14,0,1,1,0,13,13,367
Gujarat,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,135,5,1347,1352,1356,0,0,0,11,1,1,1197,126,1323,16,1352,135,7277,1323,0,0,8600,21,571,1,9,10,19,542,561,8008
Gujarat,5.1 - Sexual Harassment,2014,23,4,401,405,406,0,0,0,5,0,0,357,22,379,2,386,42,1198,379,0,0,1577,0,68,0,1,1,2,65,67,1509
Gujarat,5.2 - Assault on women with intent to Disrobe,2014,3,0,51,51,51,0,0,0,0,0,0,47,3,50,1,51,3,115,50,0,0,165,1,20,0,0,0,3,17,20,144
Gujarat,5.3 - Voyeurism,2014,0,0,7,7,7,0,0,0,0,0,0,5,0,5,0,5,2,9,5,0,0,14,0,2,0,0,0,1,1,2,12
Gujarat,5.4 - Stalking,2014,0,0,62,62,62,0,0,0,1,0,0,46,0,46,1,48,14,11,46,0,0,57,0,0,0,0,0,0,0,0,57
Gujarat,5.5 - Others,2014,109,1,826,827,830,0,0,0,5,1,1,742,101,843,12,862,74,5944,843,0,0,6787,20,481,1,8,9,13,459,472,6286
Gujarat,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,17,0,173,173,174,0,0,0,1,0,0,154,12,166,11,178,12,738,166,0,0,904,2,89,10,11,21,5,63,68,813
Gujarat,6.1 - At Office premises,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,7,1,0,0,8,0,0,0,0,0,0,0,0,8
Gujarat,6.2 - Other places related to work,2014,1,0,3,3,3,0,0,0,0,0,0,3,1,4,0,4,0,5,4,0,0,9,0,2,0,0,0,0,2,2,7
Gujarat,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,6.4 - in Other Places,2014,16,0,169,169,170,0,0,0,1,0,0,150,11,161,11,173,12,726,161,0,0,887,2,87,10,11,21,5,61,66,798
Gujarat,7 - Cruelty by Husband or his Relatives (Section 498A),2014,715,11,5980,5991,6002,14,0,2,9,19,4,5276,779,6055,26,6113,577,39079,6055,6,2,45126,300,3104,9,67,76,148,2880,3028,41722
Gujarat,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,9 - Abetment of Suicides of Women u/s 306 IPC,2014,10,0,164,164,166,0,0,0,0,0,0,141,10,151,1,152,22,291,151,0,0,442,1,18,0,1,1,1,16,17,423
Gujarat,"10 - Dowry Prohibition Act, 1961",2014,11,2,51,53,53,2,0,0,0,0,0,40,11,51,0,51,11,70,51,0,0,121,0,7,0,0,0,0,7,7,114
Gujarat,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,6
Gujarat,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,5,2,0,0,7,0,1,0,0,0,0,1,1,6
Gujarat,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,1,0,45,45,70,0,0,0,0,0,0,41,1,42,0,42,4,60,42,0,0,102,0,0,0,0,0,0,0,0,102
Gujarat,14.1 - Under ITP Section 5,2014,1,0,18,18,40,0,0,0,0,0,0,16,1,17,0,17,2,46,17,0,0,63,0,0,0,0,0,0,0,0,63
Gujarat,14.2 - Under ITP Section 6,2014,0,0,5,5,7,0,0,0,0,0,0,4,0,4,0,4,1,0,4,0,0,4,0,0,0,0,0,0,0,0,4
Gujarat,14.3 - Under ITP Section 7,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,4,0,0,0,0,0,0,0,0,4
Gujarat,14.4 - Under ITP Section 8,2014,0,0,3,3,3,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3
Gujarat,14.5 - Other Sections under ITP Act,2014,0,0,18,18,19,0,0,0,0,0,0,17,0,17,0,17,1,11,17,0,0,28,0,0,0,0,0,0,0,0,28
Gujarat,15 - Total Crimes against Women,2014,1447,37,10800,10837,10932,41,2,11,53,252,11,8796,1352,10148,334,10798,1432,58022,10148,7,5,68158,330,4509,29,145,174,190,4145,4335,63319
Haryana,1 - Rape (Section 376 IPC),2014,81,9,1165,1174,1183,0,0,0,197,0,0,862,70,932,11,1140,115,979,932,0,0,1911,0,791,30,175,205,233,353,586,1120
Haryana,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,1.2 - Rape other than Custodial,2014,81,9,1165,1174,1183,0,0,0,197,0,0,862,70,932,11,1140,115,979,932,0,0,1911,0,791,30,175,205,233,353,586,1120
Haryana,1.2.1 - Rape_Gang Rape,2014,3,0,230,230,231,0,0,0,49,0,0,157,3,160,4,213,20,24,160,0,0,184,0,51,0,6,6,27,18,45,133
Haryana,1.2.2 - Rape_Others,2014,78,9,935,944,952,0,0,0,148,0,0,705,67,772,7,927,95,955,772,0,0,1727,0,740,30,169,199,206,335,541,987
Haryana,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,136,136,136,0,0,0,21,0,0,104,0,104,1,126,10,69,104,0,0,173,0,71,12,2,14,23,34,57,102
